,Latitude,Longitude
Dru Christine Fabrics and Design,41.571338,-81.571485
Drum Parts Inc,41.43239299999999,-81.633365
Dubro Oil Corporation,41.495029,-81.70879699999999
Dunkin' Donuts,41.5875526,-81.47920529999999
Durica's Sunoco,41.4358271,-81.69810609999999
Dwayne Browder Field,41.49086820000001,-81.6531516
Dwight E Scott Inc,41.4886402,-81.6482518
"Dworken & Bernstein Co., LPA: Berezin Alec",41.5000539,-81.6957753
Dynamic Diversified Investment,41.4417456,-81.528605
E 105th St & Tacoma Av,41.52563799999999,-81.61546299999999
E 123RD St & Arlington Av,41.53263699999999,-81.601704
E 130th St & Griffing Av,41.474525,-81.591943
E 130th St & Imperial Av,41.472976,-81.591927
E 130th St & Lorenzo Av,41.472511,-81.59182
E 130th St & Parkhill Av,41.474255,-81.591859
E 140th St & Coit Rd,41.550271,-81.585173
E 140th St & St. Clair Av,41.549447,-81.585353
E 154th St & Invermere Av,41.456419,-81.57305099999999
E 156th St & Macauley Av,41.573261,-81.57199299999999
E 222ND St & Roberts Av,41.603189,-81.526918
E 222nd St & Bruce Av,41.601445,-81.526905
E 222nd St & Kennison Av,41.603991,-81.52677299999999
E 222nd St & Milton Av,41.601378,-81.52675699999999
E 222nd St & Priday Av,41.598792,-81.526736
E 222nd St & Seabrooke Av,41.606027,-81.52677000000001
E 260th St & Brush Av,41.589255,-81.502616
E 276th St & Brush Av,41.595083,-81.492618
E 276th St & Sidney Dr,41.596401,-81.493826
E 276th St & Tungsten Rd,41.596867,-81.49410499999999
E 65th St & Hillman Av,41.466677,-81.645028
E 65th St & Morgan Av,41.469144,-81.645054
E 73RD & Carson Av,41.47496,-81.637695
E. 81 St. Deli,41.520366,-81.631672
EHR Tutor,41.3774352,-81.7464954
ESETSTA MUSIC,41.571503,-81.570791
EUSC,41.58863709999999,-81.5086054
Eagle Home Health Care Services,41.461394,-81.77116620000001
Eaglewing Missionary Baptist Church,41.57335229999999,-81.56457
Earl Scheib Paint & Body,41.44999790000001,-81.70242019999999
Early Child Hood Center-Arbor,41.49199959999999,-81.6612553
Early Childhood Education,41.480619,-81.738919
Early Steps Learning Center,41.580863,-81.491434
Earth Angels Consultations,41.438631,-81.628359
Earth Bistro Cafe,41.4866365,-81.7628996
East Cleveland Board-Education,41.5404163,-81.5827568
East Cleveland Domestic Violence,41.54179300000001,-81.5700104
East Cleveland Electrical Department,41.5277219,-81.5794817
East Cleveland Fire Department Station #2,41.53964,-81.58234589999999
East Cleveland School District,41.5404163,-81.5827568
East End Missionary Baptist Church,41.5347729,-81.599848
East Park,41.5874106,-81.55657099999999
East Side Christian Church,41.434133,-81.51231399999999
Econo Lodge,41.441709,-81.526001
Economy Produce,41.487955,-81.659701
Edelman Co,41.5886536,-81.4790697
Edge of the Box Marketing,41.512861,-81.57590400000001
Edgewater Landing,41.481136,-81.75192799999999
"Elaine Velka, LISW",41.4211768,-81.5978583
"Eleanor James, RN",41.6232557,-81.5017226
Elegant Development Co,41.59020599999999,-81.507678
Elegant Difference,41.47201399999999,-81.590384
Elite Auto Parts,41.46057649999999,-81.7738387
Elite Automotive,41.597215,-81.496247
Eliza Bryant Manor,41.517601,-81.639298
Eliza Bryant Village,41.51644,-81.63853399999999
"Elizabeth C. Spates, LPN",41.60397869999999,-81.443494
"Elizabeth Oldham, LPN",41.5609231,-81.5483728
Elkins Family Enterprises LLC,41.55038769999999,-81.5892959
Ellacott Parkway Apartments,41.4422016,-81.5301659
Ellacott Pkwy & Northfield Rd,41.441945,-81.527962
Emerick Manor Apartments,41.4319722,-81.49265539999999
Emery Rd & Merrygold Blvd,41.435071,-81.50763099999999
Emery Rd & Walford Rd,41.435176,-81.509503
Emmanuel Christian Center,41.520392,-81.63050199999999
Empire Ornamental Corporation,41.4329985,-81.7070719
Employment Connection,41.4649585,-81.5865012
Englehart Moulding Corporation,41.4504165,-81.6029618
Enhanced Transmissions Inc,41.4799315,-81.7490795
Entertainment Enterprises,41.5594589,-81.567123
Entervision LLC,41.47649,-81.592986
Eppco Enterprises,41.539985,-81.52897
"Erin K. Shur, Pharm",41.43836599999999,-81.706445
Estatescaping Dureiko Inc,41.604782,-81.527301
Euclid Adult Activities Center,41.5618325,-81.55128789999999
Euclid Apartments,41.592584,-81.49461409999999
Euclid Appliance Repair,41.60045299999999,-81.528184
Euclid Av & Clarkstone Rd,41.54909,-81.56173
Euclid Av & Colonnade Rd,41.5468831,-81.5644642
Euclid Av & Victoria Rd,41.547982,-81.563373
Euclid Beverage & Grocery,41.586305,-81.5051524
Euclid Board of Education,41.602806,-81.522115
Euclid Building & Remodeling,41.59146190000001,-81.5360913
Euclid C.E. Orr Ice Arena,41.6007726,-81.5229468
Euclid Chiropractic & Therapy,41.58746979999999,-81.5038173
Euclid City Hall,41.5992683,-81.5260862
Euclid City School District,41.6059261,-81.5225952
Euclid Convenient Express,41.541683,-81.56954499999999
Euclid Early Learning Center,41.602806,-81.522115
Euclid Edu-Care,41.5600082,-81.5481265
Euclid Engineering Department,41.5992683,-81.5260862
Euclid Finance Department,41.5992683,-81.5260862
Euclid Finance Director Office,41.5992683,-81.5260862
Euclid Foursquare Church,41.55850390000001,-81.547259
Euclid Gold,41.59778730000001,-81.5271434
Euclid Housing Inspection,41.5992683,-81.5260862
Euclid Human Resources,41.5992683,-81.5260862
Euclid Masonic Temple,41.5962833,-81.49640869999999
Euclid Mini Mart & Gas,41.59437800000001,-81.49188099999999
Euclid Municipal Court,41.5993832,-81.5260959
Euclid Parks & Recreation Department,41.5992683,-81.5260862
Euclid Self Storage,41.595158,-81.492251
Euclid Tailoring,41.597914,-81.527167
Euclid Vital Statistics,41.5992683,-81.5260862
"Eugenia S. Withers, LPN",41.584877,-81.48860599999999
Euro Kitchen,41.4399284,-81.7439389
Excel First Management,41.55721309999999,-81.4906884
Exclusive Automotive,41.4324468,-81.6316015
Exclusive auto,41.43258,-81.6313393
Exit Exterminating,41.59957799999999,-81.5275937
Express Food Mart,41.477414,-81.75552080000001
Extreme Auto,41.45990800000001,-81.775953
FAMILY DOLLAR,41.58793099999999,-81.5031059
FRESHFOOTAGE,41.515653,-81.580118
Facing History New Tech,41.4351661,-81.7052155
Fairbridge Hotel Cleveland East,41.5889496,-81.4817046
Fairfax,41.4981147,-81.6281681
Fairfax Elderly Homes LP,41.49597799999999,-81.63188099999999
Faith Cumberland Presbyterian,41.548252,-81.563531
Faith Temple Church of God,41.4738146,-81.5946413
Family Home Health Services,41.5609146,-81.5489107
Famous Gyro George,41.56176800000001,-81.54423489999999
Farmers Insurance,41.562087,-81.54386199999999
Fast-Teks On-Site Computer Services,41.604917,-81.526134
Fayadh Dhafir MD,41.581702,-81.48993399999999
Fellowship Baptist Church,41.465277,-81.727347
Fibercore LLC,41.563051,-81.571574
FillAero Aerosol Filling Systems,41.541182,-81.530576
Finch Group,41.4741719,-81.5902582
"Fiorelli's Grand Sweep, Inc.",41.61287399999999,-81.5119859
First Energy - CEI - Euclid Service Center,41.5891093,-81.50824810000002
First National Bank,41.4864608,-81.7614499
First Priority Home Care Services,41.61073599999999,-81.516705
First Wesleyan Methodist Church,41.5733829,-81.5642897
Five Below,41.52092969999999,-81.4371074
Five Star Subs,41.59387349999999,-81.4936984
"Florence G. Brown, LPN",41.4572462,-81.6066536
Flower Child,41.487344,-81.7666261
"Fondalisa Y. Smart, LPN",41.39916600000001,-81.571051
Food On the Move,41.54994819999999,-81.58395720000001
Food Town Supermarket,41.5397416,-81.5725009
Force Sports Northfield,41.43748950000001,-81.52305539999999
Foreign Strandz Hair Boutique,41.4640145,-81.5978554
Forest City Insurance,41.39329559999999,-81.5655786
Forest City-Weingart Produce,41.4880322,-81.6603353
Foresthill Terrace,41.525575,-81.58084199999999
Fortune Apts.,41.45695399999999,-81.764104
Fox Carpet,41.595035,-81.49102700000002
Frank Blackmon Synthetic Lub,41.393611,-81.561893
Fraser Contracting,41.58809339999999,-81.55619329999999
Fraternal Order of Eagles,41.5723293,-81.57171559999999
Fresenius Medical Care at Huron Hospital,41.52522200000001,-81.58267
Fresenius Medical Care at Regency Hospital Cleveland East,41.4322969,-81.50646619999999
Fresh Cells,41.5192717,-81.6367271
Fresh Fork Market,41.4896031,-81.66169239999999
Friends of Curtis Thompson II,41.5750782,-81.5602334
Frontier Garden,41.4675117,-81.7273326
Full Gospel Tabernacle,41.46015300000001,-81.58205099999999
Fulton Rd & Gifford Av,41.43371500000001,-81.723308
Fulton Rd & Woburn Av,41.43659900000001,-81.723353
Fundraising with Marketing Ovations Inc,41.4896123,-81.66163700000001
Future Starz Learning Center,41.57449400000001,-81.563896
G V Heights Auto,41.463439,-81.596806
G-FORCE INTERIORS L.L.C,41.4987202,-81.62716209999999
Gabe's Family Restaurant,41.4360917,-81.6976889
"Gabriel Stanescu, MD",41.581702,-81.48993399999999
"Gail R. Gist, RN",41.392242,-81.563571
"Gale Griffin, PCC",41.56105609999999,-81.5459729
Galleria,41.5506959,-81.5884715
Galleria Gowns,41.58309049999999,-81.48762479999999
Garden Of Prayer Ministries,41.561461,-81.569574
Gas Stations,41.5721963,-81.56836299999999
Gas USA,41.5306453,-81.5422229
Gateway Professional Center,41.5886662,-81.4792441
General Sheave Co,41.493002,-81.707773
Generation Church,41.57248,-81.571575
"Gent Machine, Inc.",41.5416345,-81.52997739999999
"Georganna L. Travis, LPN",41.603973,-81.52683999999999
Georgio's Oven Fresh Pizza Co,41.483785,-81.732458
Gerow Equipment Co,41.561648,-81.56669
Getting Married Today,41.595464,-81.49869199999999
Giant Eagle Pharmacy,41.583785,-81.487512
Giant Eagle Supermarket,41.58381,-81.48756
Gilbert Head Start,41.464614,-81.72672899999999
Gilbert School,41.4647733,-81.7270764
Gillespie's Map Room,41.499639,-81.700592
Ginsberg Melvin R,41.431576,-81.707556
"Gleneisha L. Fannin, LPN",41.39826,-81.51190299999999
Glenville High School,41.53900429999999,-81.60661700000001
Global Distributors of Produce,41.489434,-81.663557
Glory Construction Co,41.568955,-81.57842
God's Vision Foundation,41.45855199999999,-81.76292900000001
Godbold Kennedy,41.4574799,-81.60610799999999
Goldberg Co Inc,41.442344,-81.5205984
Golden Age Center,41.49037,-81.648887
Golden Gate Missionary Baptist,41.4625739,-81.581047
Gordon Square Arts District,41.4841004,-81.7307819
Gordon Weston Insurance,41.595035,-81.49102700000002
Gospel Worker Society,41.4198189,-81.69376299999999
Gostilna at Knezak,41.586732,-81.54050500000001
Goudreau Park,41.4223941,-81.6909848
Graley Tire,41.4570099,-81.768554
Granada Blvd & Clarkwood Pkwy,41.43949399999999,-81.52064399999999
Granada Gardens Apartments,41.4423525,-81.52054629999999
Grand Opening,41.5860666,-81.504683
Grant Donald E,41.434805,-81.5093289
Granville Academy,41.4758578,-81.5893605
Gravity6 Contemporary Dance Co,41.461445,-81.58424099999999
Grays Temple Baptist Church,41.45530099999999,-81.61508889999999
Great Eastern Metals,41.55947339999999,-81.54806339999999
Greater Cleveland Regional Transit Authority,41.50060450000001,-81.6996668
Greater Faith Baptist Church,41.54824720000001,-81.5862008
Greater Friendship Baptist Church,41.534205,-81.599907
Green Rd & Clarkwood Pkwy,41.439935,-81.51709
Green Rd & Shurmer Rd,41.440467,-81.516966
Greenmont Veterinary Hospital,41.54084489999999,-81.5302458
Greenwood,41.6164598,-81.512002
Grout Perfect,41.4342048,-81.4934202
Grovewood Av & E 156th St,41.575734,-81.571755
Grovewood Av & E 161st St,41.57573599999999,-81.568201
Grovewood Av & E 167th St,41.575697,-81.56433799999999
Grovewood Av & E 170th St,41.575781,-81.561391
Grovewood Av & E 173rd St,41.575771,-81.55962199999999
Grovewood Av & E 174th St,41.575859,-81.559355
Grovewood Lounge & Grille,41.5760103,-81.5604042
Grub-N-Go,41.4973051,-81.6970583
Guardian Adult Care Facility,41.4412232,-81.69893549999999
Gulbarg S. Badyal,41.394955,-81.5660709
Gus's Family Restaurant,41.43514860000001,-81.70676189999999
Gye Nyame Video's African Imports,41.43291500000001,-81.492982
Gypsy Beans & Baking Co,41.48390539999999,-81.72998319999999
H Sheffield Realty Legends Inc,41.39723300000001,-81.56680200000001
H&R Block,41.51548119999999,-81.62222679999999
HAIR BY TIFFINEE & CO. At Colour Me Beautiful Salon,41.4638891,-81.5954643
HCG Diet in Cleveland,41.6223534,-81.502651
"HHR Lasers, Inc.",41.41584599999999,-81.74874
Hais Environmental Services,41.47822299999999,-81.59734399999999
Hajoca,41.4789994,-81.7570848
Halloran Park,41.4546729,-81.7701573
Halloran Skating Rink,41.4563344,-81.76898539999999
Halvorsen Company,41.4334693,-81.6336184
Hanan Floral LLC,41.42340600000001,-81.696106
Hanini Petroleum,41.46436199999999,-81.5858028
Happy's Pizza,41.4827699,-81.7362458
Harbor Crest,41.6176,-81.5131688
Harbortown,41.61732620000001,-81.51455299999999
Hardin's Moving & Storage,41.4589939,-81.59903400000002
Hardley Mary E,41.52583199999999,-81.610817
Harmonious Tones,41.557446,-81.53205799999999
Haus Living LLC,41.4352549,-81.6203017
Hayden Av & Orinoco Av,41.538032,-81.586347
HearUSA,41.6004419,-81.5278553
Heat Transfer Specialists,41.596042,-81.497779
"Heather Lynch, RN",41.4809587,-81.60050849999999
Heaven Bound Ascensions,41.4513221,-81.7021049
Heights Electric,41.6018724,-81.521241
Heilind Electronics Inc,41.55791,-81.486746
Help Our Women,41.6033899,-81.4435558
Hi-Ball Inn,41.4642719,-81.74516559999999
Hidden Cove Manufactured Home Community,41.410915,-81.500969
HighDeff.com,41.62325309999999,-81.50178939999999
Highland Hills Food Mart,41.442621,-81.527372
Highland Woods Apartments,41.4322321,-81.4928763
"Hillcrest Hospital : Dr. Shakuntala D. Rao, MD",41.5189189,-81.435332
Hillcrest Pediatrics: Jinks Jeffrey H MD,41.5189189,-81.435332
Hills Edward DDS,41.5164398,-81.6385336
Hna Food Inc,41.515375,-81.622298
"Hoffman Construction Co., Inc.",41.571338,-81.568727
Holly Sales of Northern Ohio,41.431993,-81.632862
Home Away From Home Day Care,41.52582700000001,-81.61227799999999
Homestead Finishing Products,41.4786888,-81.7492365
Homestead Roofing Company,41.54031469999999,-81.52953939999999
Honda Hospital,41.53868689999999,-81.53026969999999
Howell David,41.60572000000001,-81.525854
Hudec Dental,41.6204831,-81.5027774
Huggable Child Care Center Inc,41.522287,-81.61219899999999
Hummingbird Pointe Apartments,41.3777148,-81.74582459999999
Humphrey Park,41.5775543,-81.568378
Huntington ATM,41.43820609999999,-81.7065605
Huntington Bank,41.5839813,-81.48749459999999
Huron Hospital,41.525157,-81.58342999999999
Huron Hospital Pain Management,41.5250487,-81.5835307
Huron Hospital: Baronia Priya MD,41.52522200000001,-81.58267
Huron Hospital: Kobaivanova Nana MD,41.52522200000001,-81.58267
Huron Hospital: Powell Douglas P MD,41.52522200000001,-81.58267
Hussain Dulara MD,41.52522200000001,-81.58267
ILF Transportation,41.559637,-81.567837
IPCS Design,41.4870899,-81.7647308
"Ifeoma Amujiogu, RN",41.56243089999999,-81.56839599999999
Imani United Church of Christ,41.5897971,-81.5021261
Imia,41.5897971,-81.5021261
Immanuel Presbyterian Church,41.573706,-81.572338
Immediate Carpet,41.5895961,-81.50788589999999
In & Out Beverage,41.5330989,-81.606707
Independence Place One Apartments,41.3776084,-81.74773479999999
Independence Place Two Apartments,41.3764864,-81.7475086
"Independent Scentsy Consultant, Stephanie Jagielski",41.44319399999999,-81.746692
Indian Hills Senior Community,41.560144,-81.546019
Indian Hills: Sklow Joann C DDS,41.5609579,-81.54884
"Inga Shvartsman, CNP",41.4211768,-81.5978583
Inner City Living,41.4661523,-81.5960118
Installen,41.572439,-81.570368
Instant Tax Service,41.60043219999999,-81.5273232
Intercorp,41.39550609999999,-81.564976
Iron Ed's Handyman Services,41.56173099999999,-81.570804
Israelite Baptist Church,41.4664649,-81.5946925
Istra Corporation,41.6165554,-81.5168049
It's A Wrap,41.46606800000001,-81.594663
J & L Appliance & TV,41.449643,-81.768587
J & S Food Mart,41.45674289999999,-81.7684268
J & w Auto,41.5490553,-81.562236
J Glen Smith Health Center: Freeman Deborah MD,41.5403003,-81.6070646
J Glen Smith Health Center: Gregory Jolee MD,41.540104,-81.6069909
"J Harvey Realty Co., LLC",41.570884,-81.57077699999999
J Romer Salon,41.4862804,-81.7606236
J Works Plowing & Hauling,41.433456,-81.490194
J&L Plumbing And Electrical Services,41.437501,-81.699142
J. Glenn Smith Health Center,41.5403097,-81.60699939999999
JONES Superstore,41.4758594,-81.5963381
"Jacinta W. Ndegwa-Henderson, LPN",41.5876699,-81.48199489999999
"Jackson, Brian E DDS",41.588655,-81.479052
"Jamila C. Pace, LPN",41.39700300000001,-81.566087
"Janelle M. Zauner, LSW",41.4809587,-81.60050849999999
"Janice R. Eitel, MD",41.52522200000001,-81.58267
Jefferson Park,41.4558231,-81.78147419999999
Jefferson-West Park Automotive,41.45961149999999,-81.7752771
Jehovah's Witnesses,41.541824,-81.568074
"Jennifer N. Phillips, RN",41.5739427,-81.5675905
"Jennifer Tulli, MSW",41.494649,-81.66431399999999
Jericho Baptist Church,41.46691099999999,-81.598927
Jewels By Brenda,41.457733,-81.60821299999999
"Jill L. Palajac, CNP",41.40911399999999,-81.499706
"Jo Tatarko: Dworken & Bernstein Co., L.P.A.",41.49721929999999,-81.6993403
Jockos Inc,41.43737179999999,-81.7070988
John Adams High School,41.4544124,-81.6016219
John Brick Construction Inc,41.5860771,-81.54102739999999
John F Kennedy Elementary School,41.3981369,-81.5736955
John's Auto Repair Shop,41.573185,-81.57103409999999
John-John's Seafood w/ Soul,41.5415709,-81.5698872
Johnny's Downtown,41.4987216,-81.69813950000001
Johnny's Little Bar,41.4986669,-81.6981856
Johnson's Deli,41.457686,-81.57367099999999
Jomara Enterprise,41.5748052,-81.5688323
Jones Technologies Enterprises,41.463762,-81.586163
Jordan Center Dance,41.4342048,-81.4934202
Jordan Trinity,41.4575,-81.59706299999999
"Joy A. Lane, LISW",41.4809587,-81.60050849999999
"Juanita Terry, LPN",41.46008490000001,-81.6088374
Jubilee Services,41.51523100000001,-81.5772269
"Judy Glesius, PA",41.4211768,-81.5978583
Just Natural Provision,41.48981560000001,-81.66142280000001
K & G Machine Co,41.595336,-81.498893
K Bunny's Day Care,41.5234499,-81.609048
KFC,41.5880974,-81.5023678
KINGSFORD iNK,41.52970500000001,-81.54094599999999
Kamco Financial,41.409027,-81.4989835
Kamoe & Kulubah Place,41.5604629,-81.5721954
Karate for Kids,41.60590200000001,-81.4427903
"Karen Casile, PA",41.4211768,-81.5978583
Kates & Associates Orthodontics,41.43397890000001,-81.4940566
"Kathleen E. Dubovec, RNC",41.4211768,-81.5978583
"Kathleen Holt, PA",41.4211768,-81.5978583
"Kathy A. Krejcier, LSW",41.4445214,-81.52737549999999
"Kelli M. Shanklin, CT",41.4809587,-81.60050849999999
"Kellie J. Stephens, LPN",41.53525320000001,-81.5998661
Kenmore Apartments,41.51332780000001,-81.62013639999999
Kenmore Commons,41.5135584,-81.6240621
"Kenneth George, PA",41.4211768,-81.5978583
Kenny Powell & Nature,41.6018724,-81.521241
Kenwood Village Apartments,41.604116,-81.52625200000001
"Kevin J. M. Senich, LLC",41.434855,-81.710742
Key General Contractors Inc,41.4945392,-81.7070025
KeyBank,41.4640999,-81.5843278
KeyBank ATM,41.5712747,-81.57108219999999
Keyana Hair Salon,41.4730942,-81.63502419999999
Khyng-Jayden Productionz,41.43179840000001,-81.48965079999999
Kid Nation Childcare & Achvmnt,41.539456,-81.586224
"Kimberly L. Chick, LMT",41.6033892,-81.4435513
King David Properties: Clemons David,41.4334654,-81.6322718
King Kennedy Restaurant,41.48786399999999,-81.64730200000001
King Kennedy-North Tower,41.49037,-81.648887
King Wireless,41.464647,-81.74709399999999
Kingdom Hall of Jehovahs Witnesses,41.5206065,-81.6295719
Kingdom International Ent LLC,41.620837,-81.501729
Kings Thrift Store,41.559989,-81.56736599999999
Kinsman Rd & E 119th St,41.467315,-81.59908899999999
Kinsman Rd & E 121st St,41.467038,-81.59841999999999
Kinsman Rd & E 123rd St,41.466845,-81.59732
Kinsman Rd & E 126th St,41.466302,-81.594799
Klineman Dental Group,41.581443,-81.490304
Knights of Columbus,41.457189,-81.779883
Knitting Machinery Corporation,41.563051,-81.571574
Knock Out Music & Variety,41.5727596,-81.5785413
"Kristen C. Puhlman, RD",41.4211768,-81.5978583
"Kristi Canzano, PA",41.4211768,-81.5978583
"Kristi M. Perryman, LPN",41.53262289999999,-81.6023285
L & W Electric,41.5572145,-81.4907745
L A Dantzler Corporation,41.58683130000001,-81.50788299999999
L-May Industres,41.4787045,-81.7492099
LC Auto and Tire Repair,41.52328199999999,-81.612432
LP PAINTING LLC,41.586021,-81.559253
LST Furnitures,41.5734009,-81.5609489
La Sagrada Familia Church,41.481504,-81.7381139
La Vera Denero Euclid Deli,41.54646100000001,-81.5650289
"Lacresha M. Rox, RN",41.6224549,-81.5021735
Lake Erie Landscaping LLC,41.438723,-81.632381
Lake Front Internet,41.6149314,-81.51525749999999
Lake Shore Patrol,41.5728885,-81.5783252
Lake and Sky,41.4824745,-81.7491751
Lakeshore Automotive Ltd,41.5836745,-81.5567994
Lakeshore Blvd & Bonniewood Dr,41.571932,-81.580282
Lakeshore Blvd & Brazil Rd,41.5845,-81.557147
Lakeshore Blvd & E 147th St,41.571993,-81.579844
Lakeshore Blvd & E 149th St,41.57292199999999,-81.57811799999999
Lakeshore Blvd & E 238th St,41.6153685,-81.51638799999999
Lakeshore Blvd & E 242nd St,41.615938,-81.514634
Lakeshore Blvd & E 246th St,41.6169775,-81.512073
Lakeshore Blvd & E 262nd St,41.621194,-81.501572
Lakeshore Blvd & E 265th St,41.622376,-81.499256
Lakeshore Blvd & E 266th St,41.622212,-81.499186
Lakeshore Blvd & Harland Av,41.587807,-81.556073
Lakeshore Blvd & Marcella Rd,41.583276,-81.557402
Lakeshore Blvd & Neff Rd,41.586593,-81.556974
Lakeshore Graphics,41.615665,-81.5145959
Lakeview Estates Laundry Facility,41.4919078,-81.710942
Lakeview Local Advisory Counseling,41.49217099999999,-81.709958
Lakeview Rd & Earle Av,41.533278,-81.607185
Lakeview Rd & Hopkins Av,41.534544,-81.607446
Lakeview Rd & Ohlman Av,41.531773,-81.606777
Lakeview Rd & Temblett Av,41.53344,-81.60712199999999
Lakeview Terrace Redevelopment,41.494403,-81.709442
Landmark Distribution,41.574331,-81.571332
Larry's Auto Clinic Inc.,41.57354350000001,-81.5716198
"Latanya Sarratt, RN",41.597036,-81.517286
"Lawrence D. Sanders, PH",41.465167,-81.596549
Lee R Kravitz Law Offices,41.595035,-81.49102700000002
Leeecorp,41.595035,-81.49102700000002
"Leila M. Miller, LPN",41.5381245,-81.5853685
Lester's African Bargains,41.432481,-81.491083
Lewis Inese,41.54826699999999,-81.56016
Lifeworks Ohio,41.433713,-81.706744
Lift Him Up Apostolic Faith Church,41.43157,-81.71171900000002
Lighthouse Academy,41.4918309,-81.6539987
Lighthouse Baptist Church,41.43157,-81.71171900000002
Linda's Deli,41.4644471,-81.7446643
Lion On Lorain,41.459145,-81.7767144
Liquid,41.50099889999999,-81.70000050000002
Liquid Planet,41.4863569,-81.7610157
Liu Andrew C Do,41.581702,-81.48993399999999
Livingston Park Apartments,41.4741719,-81.5902582
Locherie Shepherds,41.5864982,-81.54027359999999
Lockdown - A Cleveland Escape Room Experience,41.4238475,-81.6972157
Loganberry Ridge Apartments,41.582049,-81.4915539
London Road Electric Co,41.559441,-81.56809899999999
Longwood Beauty & Hair Care,41.5305602,-81.54147859999999
Loretta's Place,41.561073,-81.57079499999999
"Lorie R. Kpanlin-Demola, LPN",41.617408,-81.515046
Loving Choice Senior Care,41.4350244,-81.7106362
Loving Cup Academy,41.434133,-81.51231399999999
Lubell Jeffrey D DPM,41.59787410000001,-81.5270167
Lucky Building Supply,41.44232,-81.7477009
"Lung, Allergy and Sleep Centers of America",41.4339705,-81.4940366
Luther Memorial School,41.4344919,-81.7113297
Luxe Kitchen & Lounge,41.48365099999999,-81.730966
M. L. Benison Enterprise LLC,41.455772,-81.76711399999999
Mac Productions,41.53210920000001,-81.60421199999999
Madproaudio,41.45623749999999,-81.76864049999999
Malachi Center,41.4928415,-81.7069587
Mama El's Pizza,41.56008089999999,-81.57176299999999
Management Information Services,41.5760103,-81.5604042
Manna House Recovery Resource,41.500166,-81.6318115
Marathon Gas,41.5409631,-81.6043885
"Marcita M. Carter, RN",41.4617859,-81.58828799999999
Marcus Thomas,41.429716,-81.494249
"Marian E. Mclaurine-Wrice, LPN",41.5816866,-81.4921919
"Maridah K. Akram, RN",41.45931839999999,-81.5856683
"Marilyn M. Morton-Wimberly, RN",41.57142520000001,-81.5805067
Marion C Seltzer Elementary School,41.47806929999999,-81.75153449999999
"Marquisha Jackson, LPN",41.6029259,-81.444159
Martin Luther King Dr & Angelus Av,41.454403,-81.602519
Martin Luther King Dr & Avon Av,41.45117,-81.602888
Martin Luther King Dr & Lenacrave Av,41.452893,-81.602616
Martin Luther King Dr & Nelson Av,41.45339499999999,-81.602897
"Mary A. Meredith, LPN",41.4326975,-81.5108229
Mary Queen of Peace,41.4352011,-81.70958859999999
Maryanat fashions,41.597055,-81.528955
Marymount Place,41.41977,-81.59847180000001
Masai Services LLC,41.4925371,-81.66266739999999
Masjid Mohammad Rasool Allah,41.48046799999999,-81.747798
Mason City Office,41.4884978,-81.65827139999999
Massimo Da Milano,41.4910936,-81.7075953
"Matteo Residential Construction, Inc.",41.573176,-81.573318
Matthews Remodeling,41.53788839999999,-81.57213180000001
Maxi Printing Service llc,41.513504,-81.57610199999999
Mayfield Rd & Eddington Rd,41.5131745,-81.5761835
Maytag Turbo Laundry,41.4560141,-81.768452
Mc Cain Richard,41.45679,-81.57590400000001
Mc Clains Market II,41.45217299999999,-81.6031579
Mc Daniel Karious,41.45834,-81.6087979
Mc Knight Edward,41.46108899999999,-81.58503
McCarthy's Downtown,41.4956836,-81.70653159999999
McDonald's,41.451001,-81.70232299999999
McGregor PACE East,41.434275,-81.492571
McKinley Elementary School,41.461659,-81.774703
"McPhillips, Plumbing, Heating, and Air Conditioning",41.5713551,-81.56773729999999
Me and Willy,41.60038110000001,-81.5277168
Media Synthesis Inc,41.58645800000001,-81.54040599999999
Medical Keystrokes,41.529515,-81.53858699999999
Mediterranean Party Center,41.4100736,-81.5021192
Mega Mart,41.456731,-81.768559
"Melissa A. Kearns, LPN",41.59665899999999,-81.5144569
Memorial Missionary Baptist,41.466609,-81.59982699999999
Memorial Park Elementary School,41.60279389999999,-81.52218409999999
Memorial School,41.5710901,-81.57635499999999
Memorial Spiritualist Church,41.5883826,-81.54539960000001
Memphis Av & Roadoan Rd,41.43999400000001,-81.744513
Memphis Av & Westbrook Dr,41.44009800000001,-81.743849
Memphis Smokehouse Inc,41.439699,-81.743719
Mercury Photodesign Inc,41.57608099999999,-81.55927
Merit Dental Euclid,41.585657,-81.540042
MetroHealth Department of Pediatrics,41.5403339,-81.6070368
MetroPCS Authorized Dealer,41.46575949999999,-81.64848049999999
Mew Museum,41.4568903,-81.7757008
Meyer Snow Plows & Salt Spreaders,41.5583199,-81.5488013
Michael Peterson Ministries,41.5611271,-81.5458998
Micro Advantage,41.4945509,-81.7070711
Mid East Cudell Judo,41.479122,-81.7526474
Middlehurst,41.512748,-81.575616
Mike & Syd's Barbershop,41.5741897,-81.5718417
Mike's Supermarket,41.4938089,-81.66262379999999
Mikes Food,41.4937936,-81.6626244
Minding Your Business,41.5950282,-81.4910517
Ming Moon,41.45004589999999,-81.7694861
Mini Mart Express,41.42405100000001,-81.697197
Ministerial Day Care,41.52641099999999,-81.615028
Ministerial Headstart,41.536876,-81.59820599999999
Ministry 4 Real,41.5127499,-81.623626
Mister Inter Net,41.58724759999999,-81.5031891
